City,CityCode,District,DistrictCode,Ward,WardCode,Level,English
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Bột Xuyên,10459,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã An Mỹ,10462,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Hồng Sơn,10465,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Lê Thanh,10468,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Xuy Xá,10471,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Phùng Xá,10474,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Phù Lưu Tế,10477,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Đại Hưng,10480,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Vạn Kim,10483,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Đốc Tín,10486,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Hương Sơn,10489,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Hùng Tiến,10492,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã An Tiến,10495,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Hợp Tiến,10498,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Hợp Thanh,10501,Xã,
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã An Phú,10504,Xã,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Hà Khánh,06649,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Hà Phong,06652,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Hà Khẩu,06655,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Cao Xanh,06658,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Giếng Đáy,06661,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Hà Tu,06664,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Hà Trung,06667,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Hà Lầm,06670,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Bãi Cháy,06673,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Cao Thắng,06676,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Hùng Thắng,06679,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Yết Kiêu,06682,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Trần Hưng Đạo,06685,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Hồng Hải,06688,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Hồng Gai,06691,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Bạch Đằng,06694,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Hồng Hà,06697,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Tuần Châu,06700,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Việt Hưng,06703,Phường,
Tỉnh Quảng Ninh,22,Thành phố Hạ Long,193,Phường Đại Yên,06706,Phường,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Phường Ka Long,06709,Phường,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Phường Trần Phú,06712,Phường,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Phường Ninh Dương,06715,Phường,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Phường Hoà Lạc,06718,Phường,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Phường Trà Cổ,06721,Phường,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Xã Hải Sơn,06724,Xã,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Xã Bắc Sơn,06727,Xã,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Xã Hải Đông,06730,Xã,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Xã Hải Tiến,06733,Xã,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Phường Hải Yên,06736,Phường,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Xã Quảng Nghĩa,06739,Xã,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Phường Hải Hoà,06742,Phường,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Xã Hải Xuân,06745,Xã,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Xã Vạn Ninh,06748,Xã,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Phường Bình Ngọc,06751,Phường,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Xã Vĩnh Trung,06754,Xã,
Tỉnh Quảng Ninh,22,Thành phố Móng Cái,194,Xã Vĩnh Thực,06757,Xã,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Mông Dương,06760,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Cửa Ông,06763,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Cẩm Sơn,06766,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Cẩm Đông,06769,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Cẩm Phú,06772,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Cẩm Tây,06775,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Quang Hanh,06778,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Cẩm Thịnh,06781,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Cẩm Thủy,06784,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Cẩm Thạch,06787,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Cẩm Thành,06790,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Cẩm Trung,06793,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Phường Cẩm Bình,06796,Phường,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Xã Cộng Hòa,06799,Xã,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Xã Cẩm Hải,06802,Xã,
Tỉnh Quảng Ninh,22,Thành phố Cẩm Phả,195,Xã Dương Huy,06805,Xã,
Tỉnh Quảng Ninh,22,Thành phố Uông Bí,196,Phường Vàng Danh,06808,Phường,
Tỉnh Quảng Ninh,22,Thành phố Uông Bí,196,Phường Thanh Sơn,06811,Phường,
Tỉnh Quảng Ninh,22,Thành phố Uông Bí,196,Phường Bắc Sơn,06814,Phường,
Tỉnh Quảng Ninh,22,Thành phố Uông Bí,196,Phường Quang Trung,06817,Phường,
Tỉnh Quảng Ninh,22,Thành phố Uông Bí,196,Phường Trưng Vương,06820,Phường,
Tỉnh Quảng Ninh,22,Thành phố Uông Bí,196,Phường Nam Khê,06823,Phường,
Tỉnh Quảng Ninh,22,Thành phố Uông Bí,196,Phường Yên Thanh,06826,Phường,
Tỉnh Quảng Ninh,22,Thành phố Uông Bí,196,Xã Thượng Yên Công,06829,Xã,
Tỉnh Quảng Ninh,22,Thành phố Uông Bí,196,Phường Phương Đông,06832,Phường,
Tỉnh Quảng Ninh,22,Thành phố Uông Bí,196,Phường Phương Nam,06835,Phường,
Tỉnh Quảng Ninh,22,Thành phố Uông Bí,196,Xã Điền Công,07141,Xã,
Tỉnh Quảng Ninh,22,Huyện Bình Liêu,198,Thị trấn Bình Liêu,06838,Thị trấn,
Tỉnh Quảng Ninh,22,Huyện Bình Liêu,198,Xã Hoành Mô,06841,Xã,
Tỉnh Quảng Ninh,22,Huyện Bình Liêu,198,Xã Đồng Tâm,06844,Xã,
Tỉnh Quảng Ninh,22,Huyện Bình Liêu,198,Xã Đồng Văn,06847,Xã,
Tỉnh Quảng Ninh,22,Huyện Bình Liêu,198,Xã Tình Húc,06850,Xã,
Tỉnh Quảng Ninh,22,Huyện Bình Liêu,198,Xã Vô Ngại,06853,Xã,
Tỉnh Quảng Ninh,22,Huyện Bình Liêu,198,Xã Lục Hồn,06856,Xã,
Tỉnh Quảng Ninh,22,Huyện Bình Liêu,198,Xã Húc Động,06859,Xã,
Tỉnh Quảng Ninh,22,Huyện Tiên Yên,199,Thị trấn Tiên Yên,06862,Thị trấn,
Tỉnh Quảng Ninh,22,Huyện Tiên Yên,199,Xã Hà Lâu,06865,Xã,
Tỉnh Quảng Ninh,22,Huyện Tiên Yên,199,Xã Đại Dực,06868,Xã,
Tỉnh Quảng Ninh,22,Huyện Tiên Yên,199,Xã Đại Thành,06869,Xã,Dai Thanh commune
Tỉnh Quảng Ninh,22,Huyện Tiên Yên,199,Xã Phong Dụ,06871,Xã,
Tỉnh Quảng Ninh,22,Huyện Tiên Yên,199,Xã Điền Xá,06874,Xã,
Tỉnh Quảng Ninh,22,Huyện Tiên Yên,199,Xã Đông Ngũ,06877,Xã,
Tỉnh Quảng Ninh,22,Huyện Tiên Yên,199,Xã Yên Than,06880,Xã,
Tỉnh Quảng Ninh,22,Huyện Tiên Yên,199,Xã Đông Hải,06883,Xã,
Tỉnh Quảng Ninh,22,Huyện Tiên Yên,199,Xã Hải Lạng,06886,Xã,
Tỉnh Quảng Ninh,22,Huyện Tiên Yên,199,Xã Tiên Lãng,06889,Xã,
Tỉnh Quảng Ninh,22,Huyện Tiên Yên,199,Xã Đồng Rui,06892,Xã,
Tỉnh Quảng Ninh,22,Huyện Đầm Hà,200,Thị trấn Đầm Hà,06895,Thị trấn,
Tỉnh Quảng Ninh,22,Huyện Đầm Hà,200,Xã Quảng Lâm,06898,Xã,
Tỉnh Quảng Ninh,22,Huyện Đầm Hà,200,Xã Quảng An,06901,Xã,
Tỉnh Quảng Ninh,22,Huyện Đầm Hà,200,Xã Tân Bình,06904,Xã,
Tỉnh Quảng Ninh,22,Huyện Đầm Hà,200,Xã Quảng Lợi,06907,Xã,
Tỉnh Quảng Ninh,22,Huyện Đầm Hà,200,Xã Dực Yên,06910,Xã,
Tỉnh Quảng Ninh,22,Huyện Đầm Hà,200,Xã Quảng Tân,06913,Xã,
Tỉnh Quảng Ninh,22,Huyện Đầm Hà,200,Xã Đầm Hà,06916,Xã,
Tỉnh Quảng Ninh,22,Huyện Đầm Hà,200,Xã Tân Lập,06917,Xã,Tan Lap commune
Tỉnh Quảng Ninh,22,Huyện Đầm Hà,200,Xã Đại Bình,06919,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Thị trấn Quảng Hà,06922,Thị trấn,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Quảng Đức,06925,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Quảng Sơn,06928,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Quảng Thành,06931,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Quảng Thắng,06934,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Quảng Thịnh,06937,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Quảng Minh,06940,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Quảng Chính,06943,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Quảng Long,06946,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Đường Hoa,06949,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Quảng Phong,06952,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Quảng Trung,06955,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Phú Hải,06958,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Quảng Điền,06961,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Tiến Tới,06964,Xã,
Tỉnh Quảng Ninh,22,Huyện Hải Hà,201,Xã Cái Chiên,06967,Xã,
Tỉnh Quảng Ninh,22,Huyện Ba Chẽ,202,Thị trấn Ba Chẽ,06970,Thị trấn,
Tỉnh Quảng Ninh,22,Huyện Ba Chẽ,202,Xã Thanh Sơn,06973,Xã,
Tỉnh Quảng Ninh,22,Huyện Ba Chẽ,202,Xã Thanh Lâm,06976,Xã,
Tỉnh Quảng Ninh,22,Huyện Ba Chẽ,202,Xã Đạp Thanh,06979,Xã,
Tỉnh Quảng Ninh,22,Huyện Ba Chẽ,202,Xã Nam Sơn,06982,Xã,
Tỉnh Quảng Ninh,22,Huyện Ba Chẽ,202,Xã Lương Mông,06985,Xã,
Tỉnh Quảng Ninh,22,Huyện Ba Chẽ,202,Xã Đồn Đạc,06988,Xã,
Tỉnh Quảng Ninh,22,Huyện Ba Chẽ,202,Xã Minh Cầm,06991,Xã,
Tỉnh Quảng Ninh,22,Huyện Vân Đồn,203,Thị trấn Cái Rồng,06994,Thị trấn,
Tỉnh Quảng Ninh,22,Huyện Vân Đồn,203,Xã Đài Xuyên,06997,Xã,
Tỉnh Quảng Ninh,22,Huyện Vân Đồn,203,Xã Bình Dân,07000,Xã,
Tỉnh Quảng Ninh,22,Huyện Vân Đồn,203,Xã Vạn Yên,07003,Xã,
Tỉnh Quảng Ninh,22,Huyện Vân Đồn,203,Xã Minh Châu,07006,Xã,
Tỉnh Quảng Ninh,22,Huyện Vân Đồn,203,Xã Đoàn Kết,07009,Xã,
Tỉnh Quảng Ninh,22,Huyện Vân Đồn,203,Xã Hạ Long,07012,Xã,
Tỉnh Quảng Ninh,22,Huyện Vân Đồn,203,Xã Đông Xá,07015,Xã,
Tỉnh Quảng Ninh,22,Huyện Vân Đồn,203,Xã Bản Sen,07018,Xã,
Tỉnh Quảng Ninh,22,Huyện Vân Đồn,203,Xã Thắng Lợi,07021,Xã,
Tỉnh Quảng Ninh,22,Huyện Vân Đồn,203,Xã Quan Lạn,07024,Xã,
Tỉnh Quảng Ninh,22,Huyện Vân Đồn,203,Xã Ngọc Vừng,07027,Xã,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Thị trấn Trới,07030,Thị trấn,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Xã Kỳ Thượng,07033,Xã,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Xã Đồng Sơn,07036,Xã,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Xã Tân Dân,07039,Xã,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Xã Đồng Lâm,07042,Xã,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Xã Hòa Bình,07045,Xã,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Xã Vũ Oai,07048,Xã,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Xã Dân Chủ,07051,Xã,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Xã Quảng La,07054,Xã,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Xã Bằng Cả,07057,Xã,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Xã Thống Nhất,07060,Xã,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Xã Sơn Dương,07063,Xã,
Tỉnh Quảng Ninh,22,Huyện Hoành Bồ,204,Xã Lê Lợi,07066,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Phường Mạo Khê,07069,Phường,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Phường Đông Triều,07072,Phường,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã An Sinh,07075,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Tràng Lương,07078,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Bình Khê,07081,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Việt Dân,07084,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Tân Việt,07087,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Bình Dương,07090,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Phường Đức Chính,07093,Phường,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Tràng An,07096,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Nguyễn Huệ,07099,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Thủy An,07102,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Phường Xuân Sơn,07105,Phường,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Hồng Thái Tây,07108,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Hồng Thái Đông,07111,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Hoàng Quế,07114,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Yên Thọ,07117,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Hồng Phong,07120,Xã,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Phường Kim Sơn,07123,Phường,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Phường Hưng Đạo,07126,Phường,
Tỉnh Quảng Ninh,22,Thị xã Đông Triều,205,Xã Yên Đức,07129,Xã,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Phường Quảng Yên,07132,Phường,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Phường Đông Mai,07135,Phường,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Phường Minh Thành,07138,Phường,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Xã Sông Khoai,07144,Xã,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Xã Hiệp Hòa,07147,Xã,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Phường Cộng Hòa,07150,Phường,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Xã Tiền An,07153,Xã,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Xã Hoàng Tân,07156,Xã,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Phường Tân An,07159,Phường,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Phường Yên Giang,07162,Phường,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Phường Nam Hoà,07165,Phường,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Phường Hà An,07168,Phường,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Xã Cẩm La,07171,Xã,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Phường Phong Hải,07174,Phường,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Phường Yên Hải,07177,Phường,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Xã Liên Hòa,07180,Xã,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Phường Phong Cốc,07183,Phường,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Xã Liên Vị,07186,Xã,
Tỉnh Quảng Ninh,22,Thị xã Quảng Yên,206,Xã Tiền Phong,07189,Xã,
Tỉnh Quảng Ninh,22,Huyện Cô Tô,207,Thị trấn Cô Tô,07192,Thị trấn,
Tỉnh Quảng Ninh,22,Huyện Cô Tô,207,Xã Đồng Tiến,07195,Xã,
Tỉnh Quảng Ninh,22,Huyện Cô Tô,207,Xã Thanh Lân,07198,Xã,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Quán Toan,11296,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Hùng Vương,11299,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Sở Dầu,11302,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Thượng Lý,11305,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Hạ Lý,11308,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Minh Khai,11311,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Trại Chuối,11314,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Quang Trung,11317,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Hoàng Văn Thụ,11320,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Phan Bội Châu,11323,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Phạm Hồng Thái,11326,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Máy Chai,11329,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Máy Tơ,11332,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Vạn Mỹ,11335,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Cầu Tre,11338,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Lạc Viên,11341,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Lương Khánh Thiện,11344,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Gia Viên,11347,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Đông Khê,11350,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Cầu Đất,11353,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Lê Lợi,11356,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Đằng Giang,11359,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Lạch Tray,11362,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Đổng Quốc Bình,11365,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Cát Dài,11368,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường An Biên,11371,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Lam Sơn,11374,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường An Dương,11377,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Trần Nguyên Hãn,11380,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Hồ Nam,11383,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Trại Cau,11386,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Dư Hàng,11389,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Hàng Kênh,11392,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Đông Hải,11395,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Niệm Nghĩa,11398,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Nghĩa Xá,11401,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Dư Hàng Kênh,11404,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Kênh Dương,11405,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Vĩnh Niệm,11407,Phường,
Thành phố Hải Phòng,31,Quận Hải An,306,Phường Đông Hải 1,11410,Phường,
Thành phố Hải Phòng,31,Quận Hải An,306,Phường Đông Hải 2,11411,Phường,
Thành phố Hải Phòng,31,Quận Hải An,306,Phường Đằng Lâm,11413,Phường,
Thành phố Hải Phòng,31,Quận Hải An,306,Phường Thành Tô,11414,Phường,
Thành phố Hải Phòng,31,Quận Hải An,306,Phường Đằng Hải,11416,Phường,
Thành phố Hải Phòng,31,Quận Hải An,306,Phường Nam Hải,11419,Phường,
Thành phố Hải Phòng,31,Quận Hải An,306,Phường Cát Bi,11422,Phường,
Thành phố Hải Phòng,31,Quận Hải An,306,Phường Tràng Cát,11425,Phường,
Thành phố Hải Phòng,31,Quận Kiến An,307,Phường Quán Trữ,11428,Phường,
Thành phố Hải Phòng,31,Quận Kiến An,307,Phường Lãm Hà,11429,Phường,
Thành phố Hải Phòng,31,Quận Kiến An,307,Phường Đồng Hoà,11431,Phường,
Thành phố Hải Phòng,31,Quận Kiến An,307,Phường Bắc Sơn,11434,Phường,
Thành phố Hải Phòng,31,Quận Kiến An,307,Phường Nam Sơn,11437,Phường,
Thành phố Hải Phòng,31,Quận Kiến An,307,Phường Ngọc Sơn,11440,Phường,
Thành phố Hải Phòng,31,Quận Kiến An,307,Phường Trần Thành Ngọ,11443,Phường,
Thành phố Hải Phòng,31,Quận Kiến An,307,Phường Văn Đẩu,11446,Phường,
Thành phố Hải Phòng,31,Quận Kiến An,307,Phường Phù Liễn,11449,Phường,
Thành phố Hải Phòng,31,Quận Kiến An,307,Phường Tràng Minh,11452,Phường,
Thành phố Hải Phòng,31,Quận Đồ Sơn,308,Phường Ngọc Xuyên,11455,Phường,
Thành phố Hải Phòng,31,Quận Đồ Sơn,308,Phường Ngọc Hải,11458,Phường,
Thành phố Hải Phòng,31,Quận Đồ Sơn,308,Phường Vạn Hương,11461,Phường,
Thành phố Hải Phòng,31,Quận Đồ Sơn,308,Phường Vạn Sơn,11464,Phường,
Thành phố Hải Phòng,31,Quận Đồ Sơn,308,Phường Minh Đức,11465,Phường,
Thành phố Hải Phòng,31,Quận Đồ Sơn,308,Phường Bàng La,11467,Phường,
Thành phố Hải Phòng,31,Quận Đồ Sơn,308,Phường Hợp Đức,11737,Phường,
Thành phố Hải Phòng,31,Quận Dương Kinh,309,Phường Đa Phúc,11683,Phường,
Thành phố Hải Phòng,31,Quận Dương Kinh,309,Phường Hưng Đạo,11686,Phường,
Thành phố Hải Phòng,31,Quận Dương Kinh,309,Phường Anh Dũng,11689,Phường,
Thành phố Hải Phòng,31,Quận Dương Kinh,309,Phường Hải Thành,11692,Phường,
Thành phố Hải Phòng,31,Quận Dương Kinh,309,Phường Hoà Nghĩa,11707,Phường,
Thành phố Hải Phòng,31,Quận Dương Kinh,309,Phường Tân Thành,11740,Phường,
Thành phố Hải Phòng,31,Huyện Thuỷ Nguyên,311,Thị trấn Núi Đèo,11470,Thị trấn,
Thành phố Hải Phòng,31,Huyện Thuỷ Nguyên,311,Thị trấn Minh Đức,11473,Thị trấn,
Thành phố Hải Phòng,31,Huyện Thuỷ Nguyên,311,Xã Lại Xuân,11476,Xã,
Thành phố Hải Phòng,31,Huyện Thuỷ Nguyên,311,Xã An Sơn,11479,Xã,
Thành phố Hải Phòng,31,Huyện Thuỷ Nguyên,311,Xã Kỳ Sơn,11482,Xã,
Thành phố Hải Phòng,31,Huyện Thuỷ Nguyên,311,Xã Liên Khê,11485,Xã,
Thành phố Hải Phòng,31,Huyện Thuỷ Nguyên,311,Xã Lưu Kiếm,11488,Xã,
Thành phố Hải Phòng,31,Huyện Thuỷ Nguyên,311,Xã Lưu Kỳ,11491,Xã,
